Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Ryan Hayes,OT,Michigan,7,238,https://www.sports-reference.com/cfb/players/ryan-hayes-1.html,78,298,5.18,,30.0,103.0,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Malik Heath,WR,Mississippi,0,0,https://www.sports-reference.com/cfb/players/malik-heath-1.html,74,213,4.64,,34.0,124.0,6.96,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
DeMarcco Hellams,DB,Alabama,7,224,https://www.sports-reference.com/cfb/players/demarcco-hellams-1.html,73,203,4.57,,31.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Daiyan Henley,LB,Washington St.,3,85,https://www.sports-reference.com/cfb/players/daiyan-henley-1.html,73,225,4.54,,35.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Nick Herbig,EDGE,Wisconsin,4,132,https://www.sports-reference.com/cfb/players/nick-herbig-1.html,74,240,4.65,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Shaka Heyward,LB,Duke,0,0,https://www.sports-reference.com/cfb/players/shaka-heyward-1.html,75,235,4.53,22.0,31.0,116.0,7.32,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Ronnie Hickman,DB,Ohio St.,0,0,https://www.sports-reference.com/cfb/players/ronnie-hickman-1.html,73,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Elijah Higgins,WR,Stanford,6,197,https://www.sports-reference.com/cfb/players/elijah-higgins-1.html,75,235,4.54,,35.0,126.0,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Brandon Hill,DB,Pittsburgh,7,248,https://www.sports-reference.com/cfb/players/brandon-hill-4.html,70,193,4.43,15.0,35.5,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tre'Vius Hodges-Tomlinson,CB,TCU,6,182,https://www.sports-reference.com/cfb/players/trevius-hodges-tomlinson-1.html,68,178,4.41,12.0,39.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Hendon Hooker,QB,Tennessee,3,68,https://www.sports-reference.com/cfb/players/hendon-hooker-1.html,75,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dylan Horton,EDGE,TCU,4,109,https://www.sports-reference.com/cfb/players/dylan-horton-1.html,76,257,,18.0,34.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jordan Howden,DB,Minnesota,5,146,https://www.sports-reference.com/cfb/players/jordan-howden-1.html,72,203,4.49,14.0,33.5,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Evan Hull,RB,Northwestern,0,0,https://www.sports-reference.com/cfb/players/evan-hull-2.html,70,209,4.47,,37.0,123.0,6.9,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Xavier Hutchinson,WR,Iowa St.,6,205,https://www.sports-reference.com/cfb/players/xavier-hutchinson-1.html,74,203,4.53,,36.0,116.0,6.91,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jalin Hyatt,WR,Tennessee,3,73,https://www.sports-reference.com/cfb/players/jalin-hyatt-1.html,72,176,4.4,,40.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Mohamed Ibrahim,RB,Minnesota,0,0,https://www.sports-reference.com/cfb/players/mohamed-ibrahim-1.html,68,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Andre Carter II,EDGE,Army,0,0,https://www.sports-reference.com/cfb/players/andre-carter-ii-1.html,79,256,,11.0,30.0,109.0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jason Taylor II,DB,Oklahoma St.,0,0,https://www.sports-reference.com/cfb/players/jason-taylor-ii-1.html,72,204,4.5,14.0,43.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Rashad Torrence II,DB,Florida,0,0,https://www.sports-reference.com/cfb/players/rashad-torrence-ii-1.html,72,193,4.72,20.0,33.5,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Trey Dean III,DB,Florida,0,0,https://www.sports-reference.com/cfb/players/trey-dean-iii-1.html,74,200,4.75,25.0,36.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Clark Phillips III,CB,Utah,4,113,https://www.sports-reference.com/cfb/players/clark-phillips-iii-1.html,69,184,4.51,18.0,33.0,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Siaki Ika,DT,Baylor,3,98,https://www.sports-reference.com/cfb/players/siaki-ika-1.html,75,335,5.39,,,,7.8,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Thomas Incoom,EDGE,Central Michigan,0,0,https://www.sports-reference.com/cfb/players/thomas-incoom-1.html,74,262,4.66,23.0,30.5,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kearis Jackson,WR,Georgia,0,0,https://www.sports-reference.com/cfb/players/kearis-jackson-1.html,71,196,4.55,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Rakim Jarrett,WR,Maryland,0,0,https://www.sports-reference.com/cfb/players/rakim-jarrett-1.html,72,192,4.44,13.0,35.5,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jaray Jenkins,WR,LSU,0,0,https://www.sports-reference.com/cfb/players/jaray-jenkins-1.html,74,204,4.6,20.0,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Anthony Johnson,CB,Virginia,0,0,https://www.sports-reference.com/cfb/players/anthony-johnson-14.html,74,205,4.63,15.0,30.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Antonio Johnson,DB,Texas A&M,5,160,https://www.sports-reference.com/cfb/players/antonio-johnson-6.html,74,198,4.52,8.0,31.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Roschon Johnson,RB,Texas,4,115,https://www.sports-reference.com/cfb/players/roschon-johnson-1.html,72,219,4.58,,31.5,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Quentin Johnston,WR,TCU,1,21,https://www.sports-reference.com/cfb/players/quentin-johnston-1.html,75,208,,,40.5,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Broderick Jones,OT,Georgia,1,14,https://www.sports-reference.com/cfb/players/broderick-jones-1.html,77,311,4.97,,30.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cam Jones,LB,Indiana,0,0,https://www.sports-reference.com/cfb/players/cam-jones-1.html,73,226,4.69,17.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Charlie Jones,WR,Purdue,4,131,https://www.sports-reference.com/cfb/players/charlie-jones-7.html,71,175,4.43,13.0,36.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dawand Jones,OT,Ohio St.,4,111,https://www.sports-reference.com/cfb/players/dawand-jones-1.html,80,374,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jaylon Jones,CB,Texas A&M,7,221,https://www.sports-reference.com/cfb/players/jaylon-jones-3.html,74,200,4.57,14.0,38.0,122.0,6.88,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Nic Jones,CB,Ball St.,7,250,https://www.sports-reference.com/cfb/players/nic-jones-1.html,72,189,4.51,,34.5,122.0,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyreque Jones,DB,Boise St.,0,0,https://www.sports-reference.com/cfb/players/tyreque-jones-1.html,74,195,4.52,,32.0,119.0,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Brandon Joseph,DB,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/brandon-joseph-2.html,72,202,4.62,17.0,30.5,118.0,7.08,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Anthony Johnson Jr.,DB,Iowa St.,0,0,https://www.sports-reference.com/cfb/players/anthony-johnson-15.html,72,205,4.54,,37.5,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Will Anderson Jr.,EDGE,Alabama,1,3,https://www.sports-reference.com/cfb/players/will-anderson-jr-1.html,76,253,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Earl Bostick Jr.,OT,Kansas,0,0,https://www.sports-reference.com/cfb/players/earl-bostick-jr-1.html,78,309,5.05,,31.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dontay Demus Jr.,WR,Maryland,0,0,https://www.sports-reference.com/cfb/players/dontay-demus-1.html,75,212,4.57,,35.5,123.0,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Emil Ekiyor Jr.,OG,Alabama,0,0,https://www.sports-reference.com/cfb/players/emil-ekiyor-jr-1.html,75,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Paris Johnson Jr.,OT,Ohio St.,1,6,https://www.sports-reference.com/cfb/players/paris-johnson-jr-1.html,78,313,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Darrell Luter Jr.,CB,South Alabama,5,155,https://www.sports-reference.com/cfb/players/darrell-luter-jr-1.html,72,189,4.46,,40.5,123.0,6.9,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Ivan Pace Jr.,LB,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/ivan-pace-jr-1.html,71,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Joey Porter Jr.,CB,Penn St.,2,32,https://www.sports-reference.com/cfb/players/joey-porter-jr-1.html,75,193,4.46,17.0,35.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Calijah Kancey,DT,Pittsburgh,1,19,https://www.sports-reference.com/cfb/players/calijah-kancey-1.html,73,281,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kyu Blu Kelly,CB,Stanford,0,0,https://www.sports-reference.com/cfb/players/kyu-blu-kelly-1.html,72,191,4.52,,36.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dalton Kincaid,TE,Utah,1,25,https://www.sports-reference.com/cfb/players/dalton-kincaid-1.html,76,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jaxson Kirkland,OG,Washington,0,0,https://www.sports-reference.com/cfb/players/jaxson-kirkland-1.html,79,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Malik Knowles,WR,Kansas St.,0,0,https://www.sports-reference.com/cfb/players/malik-knowles-1.html,74,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Adam Korsak,P,Rutgers,0,0,https://www.sports-reference.com/cfb/players/adam-korsak-1.html,73,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyler Lacy,DE,Oklahoma St.,4,130,https://www.sports-reference.com/cfb/players/tyler-lacy-1.html,76,279,5.11,30.0,28.5,116.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Matt Landers,WR,Arkansas,0,0,https://www.sports-reference.com/cfb/players/matt-landers-1.html,76,200,4.37,,37.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Sam LaPorta,TE,Iowa,2,34,https://www.sports-reference.com/cfb/players/sam-laporta-1.html,75,245,,,35.0,123.0,6.91,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cameron Latu,TE,Alabama,3,101,https://www.sports-reference.com/cfb/players/cameron-latu-1.html,76,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Will Levis,QB,Kentucky,2,33,https://www.sports-reference.com/cfb/players/will-levis-1.html,76,229,,,34.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Will Mallory,TE,Miami,5,162,https://www.sports-reference.com/cfb/players/will-mallory-1.html,77,239,,20.0,36.5,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tashawn Manning,OG,Kentucky,0,0,https://www.sports-reference.com/cfb/players/tashawn-manning-1.html,75,327,5.34,,27.5,102.0,7.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jartavius Martin,DB,Illinois,2,47,https://www.sports-reference.com/cfb/players/jartavius-martin-1.html,71,194,4.46,15.0,44.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Ochaun Mathis,EDGE,Nebraska,6,189,https://www.sports-reference.com/cfb/players/ochaun-mathis-1.html,77,250,4.74,21.0,33.5,118.0,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Michael Mayer,TE,Notre Dame,2,35,https://www.sports-reference.com/cfb/players/michael-mayer-1.html,77,249,,,32.5,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Warren McClendon,OT,Georgia,5,174,https://www.sports-reference.com/cfb/players/warren-mcclendon-1.html,76,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jordan McFadden,OG,Clemson,5,156,https://www.sports-reference.com/cfb/players/jordan-mcfadden-1.html,74,303,4.99,,28.5,,7.7,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Isaiah McGuire,DE,Missouri,4,126,https://www.sports-reference.com/cfb/players/isaiah-mcguire-1.html,76,268,4.76,,36.5,122.0,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kenny McIntosh,RB,Georgia,7,237,https://www.sports-reference.com/cfb/players/kenny-mcintosh-1.html,72,204,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tanner McKee,QB,Stanford,6,188,https://www.sports-reference.com/cfb/players/tanner-mckee-1.html,78,231,,,33.0,114.0,7.22,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kaevon Merriweather,DB,Iowa,0,0,https://www.sports-reference.com/cfb/players/kaevon-merriweather-1.html,72,205,4.62,,35.5,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kendre Miller,RB,TCU,3,71,https://www.sports-reference.com/cfb/players/kendre-miller-1.html,71,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Ventrell Miller,LB,Florida,4,121,https://www.sports-reference.com/cfb/players/ventrell-miller-1.html,72,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Marvin Mims,WR,Oklahoma,2,63,https://www.sports-reference.com/cfb/players/marvin-mims-1.html,71,183,4.38,,39.5,129.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jonathan Mingo,WR,Mississippi,2,39,https://www.sports-reference.com/cfb/players/jonathan-mingo-1.html,74,220,4.46,22.0,39.5,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cameron Mitchell,CB,Northwestern,5,142,https://www.sports-reference.com/cfb/players/cameron-mitchell-2.html,71,191,4.47,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Keaton Mitchell,RB,East Carolina,0,0,https://www.sports-reference.com/cfb/players/keaton-mitchell-1.html,68,179,4.37,,38.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jake Moody,K,Michigan,3,99,https://www.sports-reference.com/cfb/players/jake-moody-1.html,73,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Isaiah Moore,LB,North Carolina St.,0,0,https://www.sports-reference.com/cfb/players/isaiah-moore-1.html,74,233,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Mike Morris,DE,Michigan,5,151,https://www.sports-reference.com/cfb/players/mike-morris-5.html,77,275,4.95,22.0,28.5,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Wanya Morris,OT,Oklahoma,3,92,https://www.sports-reference.com/cfb/players/wanya-morris-1.html,77,307,5.1,,28.5,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Riley Moss,CB,Iowa,3,83,https://www.sports-reference.com/cfb/players/riley-moss-1.html,73,193,4.45,,39.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Myles Murphy,EDGE,Clemson,1,28,https://www.sports-reference.com/cfb/players/myles-murphy-1.html,77,268,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Luke Musgrave,TE,Oregon St.,2,42,https://www.sports-reference.com/cfb/players/luke-musgrave-1.html,78,253,,,36.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
PJ Mustipher,DT,Penn St.,0,0,https://www.sports-reference.com/cfb/players/pj-mustipher-1.html,76,320,5.41,19.0,27.5,96.0,8.01,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Puka Nacua,WR,BYU,5,177,https://www.sports-reference.com/cfb/players/puka-nacua-1.html,74,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Lukas Van Ness,EDGE,Iowa,0,0,https://www.sports-reference.com/cfb/players/lukas-van-ness-1.html,77,272,4.58,17.0,31.0,118.0,7.02,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Joseph Ngata,WR,Clemson,0,0,https://www.sports-reference.com/cfb/players/joseph-ngata-1.html,75,217,4.54,,34.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Aidan O'Connell,QB,Purdue,4,135,https://www.sports-reference.com/cfb/players/aidan-oconnell-1.html,75,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Moro Ojomo,DT,Texas,7,249,https://www.sports-reference.com/cfb/players/moro-ojomo-1.html,75,292,5.04,29.0,33.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
John Ojukwu,OT,Boise St.,0,0,https://www.sports-reference.com/cfb/players/john-ojukwu-1.html,78,309,5.24,,28.5,104.0,7.52,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
BJ Ojulari,EDGE,LSU,2,41,https://www.sports-reference.com/cfb/players/bj-ojulari-1.html,74,248,,,32.5,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Anfernee Orji,LB,Vanderbilt,0,0,https://www.sports-reference.com/cfb/players/anfernee-orji-1.html,73,230,4.53,,38.5,122.0,7.0,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
DeMarvion Overshown,LB,Texas,3,90,https://www.sports-reference.com/cfb/players/demarvion-overshown-1.html,75,229,4.56,15.0,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Gervarrius Owens,DB,Houston,7,254,https://www.sports-reference.com/cfb/players/gervarrius-owens-1.html,72,195,,15.0,37.5,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Trey Palmer,WR,Nebraska,6,191,https://www.sports-reference.com/cfb/players/trey-palmer-1.html,72,192,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Owen Pappoe,LB,Auburn,5,168,https://www.sports-reference.com/cfb/players/owen-pappoe-1.html,72,225,4.39,29.0,35.5,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
