Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_int,pass_rating,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_tdxpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,Year
Jarrett Patterson,C,Notre Dame,6,201,https://www.sports-reference.com/cfb/players/jarrett-patterson-1.html,77,306,5.33,,29.5,106.0,7.96,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kyle Patterson,TE,Air Force,0,0,https://www.sports-reference.com/cfb/players/kyle-patterson-1.html,77,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Camerun Peoples,RB,Appalachian St.,0,0,https://www.sports-reference.com/cfb/players/camerun-peoples-1.html,73,217,4.61,,37.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
A.T. Perry,WR,Wake Forest,6,195,https://www.sports-reference.com/cfb/players/at-perry-1.html,76,198,4.47,,35.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Lonnie Phelps,EDGE,Kansas,0,0,https://www.sports-reference.com/cfb/players/lonnie-phelps-1.html,74,244,4.55,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Zacch Pickens,DT,South Carolina,3,64,https://www.sports-reference.com/cfb/players/zacch-pickens-1.html,76,291,4.89,22.0,30.5,116.0,7.45,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jack Podlesny,K,Georgia,0,0,https://www.sports-reference.com/cfb/players/jack-podlesny-1.html,72,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
B.T. Potter,K,Clemson,0,0,https://www.sports-reference.com/cfb/players/bt-potter-1.html,70,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Deneric Prince,RB,Tulsa,0,0,https://www.sports-reference.com/cfb/players/deneric-prince-1.html,72,216,4.41,,35.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jalen Redmond,DT,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/jalen-redmond-1.html,74,291,4.81,27.0,34.5,116.0,7.3,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jayden Reed,WR,Michigan St.,2,50,https://www.sports-reference.com/cfb/players/jayden-reed-1.html,71,187,4.45,,33.5,121.0,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Rashee Rice,WR,SMU,2,55,https://www.sports-reference.com/cfb/players/rashee-rice-1.html,73,204,4.51,,41.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Asim Richards,OT,North Carolina,5,169,https://www.sports-reference.com/cfb/players/asim-richards-1.html,76,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Anthony Richardson,QB,Florida,1,4,https://www.sports-reference.com/cfb/players/anthony-richardson-2.html,76,244,4.43,,40.5,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Eli Ricks,CB,Alabama,0,0,https://www.sports-reference.com/cfb/players/eli-ricks-1.html,74,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Kelee Ringo,CB,Georgia,4,105,https://www.sports-reference.com/cfb/players/kelee-ringo-1.html,74,207,4.36,,33.5,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Brad Robbins,P,Michigan,0,0,https://www.sports-reference.com/cfb/players/brad-robbins-1.html,73,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tavius Robinson,EDGE,Mississippi,0,0,https://www.sports-reference.com/cfb/players/tavius-robinson-1.html,78,257,4.66,23.0,33.5,120.0,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Bijan Robinson,RB,Texas,1,8,https://www.sports-reference.com/cfb/players/bijan-robinson-1.html,71,215,4.46,,37.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jammie Robinson,DB,Florida St.,5,145,https://www.sports-reference.com/cfb/players/jammie-robinson-1.html,71,191,4.59,23.0,33.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jaquelin Roy,DT,LSU,5,141,https://www.sports-reference.com/cfb/players/jaquelin-roy-1.html,75,305,,30.0,,,8.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Darius Rush,CB,South Carolina,5,138,https://www.sports-reference.com/cfb/players/darius-rush-1.html,74,198,4.36,,35.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Chad Ryland,K,Maryland,4,112,https://www.sports-reference.com/cfb/players/chad-ryland-1.html,72,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Drew Sanders,LB,Arkansas,3,67,https://www.sports-reference.com/cfb/players/drew-sanders-1.html,76,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
John Michael Schmitz,C,Minnesota,0,0,https://www.sports-reference.com/cfb/players/john-michael-schmitz-1.html,76,301,5.35,,29.5,104.0,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Luke Schoonmaker,TE,Michigan,2,58,https://www.sports-reference.com/cfb/players/luke-schoonmaker-1.html,77,251,,,33.5,127.0,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Daniel Scott,DB,California,5,158,https://www.sports-reference.com/cfb/players/daniel-scott-1.html,73,208,4.45,22.0,39.5,128.0,6.75,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyler Scott,WR,Cincinnati,4,133,https://www.sports-reference.com/cfb/players/tyler-scott-3.html,70,177,4.44,,39.5,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Juice Scruggs,C,Penn St.,2,62,https://www.sports-reference.com/cfb/players/juice-scruggs-1.html,75,301,5.22,,32.0,102.0,7.75,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Noah Sewell,LB,Oregon,5,148,https://www.sports-reference.com/cfb/players/noah-sewell-1.html,74,246,4.64,27.0,33.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Justin Shorter,WR,Florida,5,150,https://www.sports-reference.com/cfb/players/justin-shorter-1.html,76,229,4.55,18.0,35.5,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Trenton Simpson,LB,Clemson,3,86,https://www.sports-reference.com/cfb/players/trenton-simpson-1.html,74,235,4.43,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
JL Skinner,DB,Boise St.,6,183,https://www.sports-reference.com/cfb/players/jl-skinner-1.html,76,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Peter Skoronski,OT,Northwestern,1,11,https://www.sports-reference.com/cfb/players/peter-skoronski-1.html,76,313,5.16,,34.5,115.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Terell Smith,CB,Minnesota,0,0,https://www.sports-reference.com/cfb/players/terell-smith-1.html,73,204,4.41,14.0,34.0,120.0,7.02,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cam Smith,CB,South Carolina,2,51,https://www.sports-reference.com/cfb/players/cam-smith-3.html,73,180,4.43,,38.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Christopher Smith,DB,Georgia,5,170,https://www.sports-reference.com/cfb/players/christopher-smith-1.html,71,192,4.62,15.0,33.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Mazi Smith,DT,Michigan,1,26,https://www.sports-reference.com/cfb/players/mazi-smith-1.html,75,323,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Nolan Smith,EDGE,Georgia,1,30,https://www.sports-reference.com/cfb/players/nolan-smith-1.html,74,238,4.39,,41.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jaxon Smith-Njigba,WR,Ohio St.,1,20,https://www.sports-reference.com/cfb/players/jaxon-smith-njigba-1.html,73,196,,,35.0,125.0,6.57,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyjae Spears,RB,Tulane,3,81,https://www.sports-reference.com/cfb/players/tyjae-spears-1.html,70,201,,,39.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyler Steen,OT,Alabama,3,65,https://www.sports-reference.com/cfb/players/tyler-steen-1.html,78,321,,,29.5,109.0,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyrique Stevenson,CB,Miami,2,56,https://www.sports-reference.com/cfb/players/tyrique-stevenson-1.html,72,198,4.45,,38.5,125.0,7.09,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dante Stills,DT,West Virginia,6,213,https://www.sports-reference.com/cfb/players/dante-stills-1.html,76,286,4.85,20.0,28.5,113.0,7.38,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Brenton Strange,TE,Penn St.,2,61,https://www.sports-reference.com/cfb/players/brenton-strange-1.html,76,253,,23.0,36.0,124.0,7.25,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Ricky Stromberg,C,Arkansas,3,97,https://www.sports-reference.com/cfb/players/ricky-stromberg-1.html,75,306,5.26,,32.5,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
C.J. Stroud,QB,Ohio St.,1,2,https://www.sports-reference.com/cfb/players/cj-stroud-1.html,75,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Leonard Taylor,TE,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/leonard-taylor-2.html,77,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Noah Taylor,EDGE,North Carolina,0,0,https://www.sports-reference.com/cfb/players/noah-taylor-1.html,76,238,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Charlie Thomas,LB,Georgia Tech,0,0,https://www.sports-reference.com/cfb/players/charlie-thomas-2.html,75,216,4.52,18.0,32.5,124.0,7.09,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tavion Thomas,RB,Utah,0,0,https://www.sports-reference.com/cfb/players/tavion-thomas-1.html,72,237,4.74,,30.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
SaRodorick Thompson,RB,Texas Tech,0,0,https://www.sports-reference.com/cfb/players/sarodorick-thompson-1.html,72,207,4.67,,32.5,120.0,7.25,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dorian Thompson-Robinson,QB,UCLA,5,140,https://www.sports-reference.com/cfb/players/dorian-thompson-robinson-1.html,74,203,4.56,,32.5,121.0,7.28,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cedric Tillman,WR,Tennessee,3,74,https://www.sports-reference.com/cfb/players/cedric-tillman-1.html,75,213,4.54,,37.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Mitchell Tinsley,WR,Penn St.,0,0,https://www.sports-reference.com/cfb/players/mitchell-tinsley-1.html,72,199,4.6,14.0,35.5,120.0,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Joe Tippmann,C,Wisconsin,2,43,https://www.sports-reference.com/cfb/players/joe-tippmann-1.html,78,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Henry To'oTo'o,LB,Alabama,5,167,https://www.sports-reference.com/cfb/players/henry-tootoo-1.html,73,227,4.62,,32.0,116.0,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
O'Cyrus Torrence,OG,Florida,2,59,https://www.sports-reference.com/cfb/players/ocyrus-torrence-1.html,77,330,5.31,,23.5,101.0,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cory Trice,CB,Purdue,7,241,https://www.sports-reference.com/cfb/players/cory-trice-1.html,75,206,4.47,17.0,35.5,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Sean Tucker,RB,Syracuse,0,0,https://www.sports-reference.com/cfb/players/sean-tucker-2.html,69,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tre Tucker,WR,Cincinnati,3,100,https://www.sports-reference.com/cfb/players/tre-tucker-1.html,69,182,4.4,,37.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tuli Tuipulotu,EDGE,USC,2,54,https://www.sports-reference.com/cfb/players/tuli-tuipulotu-1.html,75,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Clayton Tune,QB,Houston,5,139,https://www.sports-reference.com/cfb/players/clayton-tune-1.html,75,220,4.64,,37.5,122.0,6.89,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Michael Turk,P,Oklahoma,0,0,https://www.sports-reference.com/cfb/players/michael-turk-1.html,72,227,4.83,,34.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
DJ Turner,CB,Michigan,2,60,https://www.sports-reference.com/cfb/players/dj-turner-3.html,71,178,4.26,,38.5,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Carrington Valentine,CB,Kentucky,7,232,https://www.sports-reference.com/cfb/players/carrington-valentine-1.html,72,193,,9.0,39.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Deuce Vaughn,RB,Kansas St.,6,212,https://www.sports-reference.com/cfb/players/deuce-vaughn-1.html,65,179,,,35.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Travis Vokolek,TE,Nebraska,0,0,https://www.sports-reference.com/cfb/players/travis-vokolek-1.html,78,259,,20.0,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Andrew Vorhees,OG,USC,7,229,https://www.sports-reference.com/cfb/players/andrew-vorhees-1.html,78,310,,,29.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dalton Wagner,OT,Arkansas,0,0,https://www.sports-reference.com/cfb/players/dalton-wagner-1.html,80,320,,,24.5,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Alex Ward,LS,Central Florida,0,0,https://www.sports-reference.com/cfb/players/alex-ward-1.html,76,240,5.06,12.0,30.0,114.0,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jay Ward,CB,LSU,4,134,https://www.sports-reference.com/cfb/players/jay-ward-2.html,73,188,4.55,16.0,34.5,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Carter Warren,OT,Pittsburgh,4,120,https://www.sports-reference.com/cfb/players/carter-warren-1.html,78,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Darnell Washington,TE,Georgia,3,93,https://www.sports-reference.com/cfb/players/darnell-washington-1.html,79,264,,21.0,31.0,122.0,,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Parker Washington,WR,Penn St.,6,185,https://www.sports-reference.com/cfb/players/parker-washington-1.html,70,204,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Jalen Wayne,WR,South Alabama,0,0,https://www.sports-reference.com/cfb/players/jalen-wayne-1.html,74,210,4.51,,34.5,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyrus Wheat,EDGE,Mississippi St.,0,0,https://www.sports-reference.com/cfb/players/tyrus-wheat-1.html,74,263,4.65,,28.5,113.0,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Keion White,EDGE,Georgia Tech,2,46,https://www.sports-reference.com/cfb/players/keion-white-1.html,77,285,,30.0,34.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Blake Whiteheart,TE,Wake Forest,0,0,https://www.sports-reference.com/cfb/players/blake-whiteheart-1.html,76,247,,20.0,35.5,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Josh Whyle,TE,Cincinnati,5,147,https://www.sports-reference.com/cfb/players/josh-whyle-1.html,79,248,,,33.5,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dontayvion Wicks,WR,Virginia,5,159,https://www.sports-reference.com/cfb/players/dontayvion-wicks-1.html,73,206,4.62,,39.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dorian Williams,LB,Tulane,3,91,https://www.sports-reference.com/cfb/players/dorian-williams-2.html,73,228,4.49,,33.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Garrett Williams,CB,Syracuse,3,72,https://www.sports-reference.com/cfb/players/garrett-williams-2.html,70,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Brayden Willis,TE,Oklahoma,7,247,https://www.sports-reference.com/cfb/players/brayden-willis-1.html,76,241,,20.0,32.0,117.0,7.3,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Michael Wilson,WR,Stanford,3,94,https://www.sports-reference.com/cfb/players/michael-wilson-3.html,74,213,4.58,23.0,37.5,125.0,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Tyree Wilson,EDGE,Texas Tech,1,7,https://www.sports-reference.com/cfb/players/tyree-wilson-1.html,78,271,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dee Winters,LB,TCU,6,216,https://www.sports-reference.com/cfb/players/dee-winters-1.html,71,227,4.49,,30.5,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Devon Witherspoon,CB,Illinois,1,5,https://www.sports-reference.com/cfb/players/devon-witherspoon-1.html,72,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Colby Wooden,DE,Auburn,4,116,https://www.sports-reference.com/cfb/players/colby-wooden-1.html,76,273,4.79,23.0,,115.0,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Darnell Wright,OT,Tennessee,1,10,https://www.sports-reference.com/cfb/players/darnell-wright-1.html,77,333,5.01,,29.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Rejzohn Wright,CB,Oregon St.,0,0,https://www.sports-reference.com/cfb/players/rejzohn-wright-1.html,74,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Luke Wypler,C,Ohio St.,6,190,https://www.sports-reference.com/cfb/players/luke-wypler-1.html,75,303,5.14,,30.5,106.0,7.64,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Bryce Young,QB,Alabama,1,1,https://www.sports-reference.com/cfb/players/bryce-young-1.html,70,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Byron Young,DT,Alabama,3,70,https://www.sports-reference.com/cfb/players/byron-young-1.html,75,294,,24.0,26.0,108.0,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Byron Young,EDGE,Tennessee,3,77,https://www.sports-reference.com/cfb/players/byron-young-2.html,74,250,4.43,22.0,38.0,132.0,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cameron Young,DT,Mississippi St.,4,123,https://www.sports-reference.com/cfb/players/cameron-young-2.html,75,304,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
